city;city_ascii;state_id;state_name;county_fips;county_name;lat;lng;population;density;source;military;incorporated;timezone;ranking;zips;id
omaha;Omaha;NE;Nebraska;31055;Douglas;412.627;-960.522;847819;1309;polygon;False;True;America/Chicago;2;68112 68117 68118 68107 68104 68105 68108 68178 68164 68122 68127 68124 68022 68111 68110 68114 68116 68137 68135 68132 68144 68134 68131 68130 68102 68106 68152 68154 68101 68103 68109 68119 68139 68145 68172 68175 68176 68179 68180 68182 68183 68197 68198;1840009315
el paso;El Paso;TX;Texas;48141;El Paso;318.479;-1.064.309;843386;1022;polygon;False;True;America/Denver;2;79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79912 79911 79835 79922 79920 79927 79924 79925 79915 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595;1840023252
honolulu;Honolulu;HI;Hawaii;15003;Honolulu;213.294;-157.846;820987;2200;polygon;False;True;Pacific/Honolulu;2;96859 96850 96822 96826 96813 96815 96814 96817 96816 96819 96818 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96820 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96848 96849 96858 96898;1840013305
mcallen;McAllen;TX;Texas;48215;Hidalgo;262.273;-982.471;804114;841;polygon;False;True;America/Chicago;2;78573 78504 78503 78501 78502 78505;1840021024
albuquerque;Albuquerque;NM;New Mexico;35001;Bernalillo;351.053;-1.066.464;761195;1155;polygon;False;True;America/Denver;2;87121 87120 87123 87112 87113 87110 87111 87116 87114 87109 87108 87102 87105 87104 87107 87106 87103 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199;1840019176
birmingham;Birmingham;AL;Alabama;1073;Jefferson;335.277;-867.987;739573;553;polygon;False;True;America/Chicago;2;35218 35214 35215 35217 35210 35211 35212 35213 35243 35242 35224 35221 35222 35228 35203 35207 35206 35205 35204 35209 35208 35254 35068 35061 35234 35235 35233 35201 35202 35220 35232 35237 35238 35246 35249 35255 35259 35261 35270 35282 35283 35285 35287 35290 35291 35292 35294 35295 35297 35298;1840006507
sarasota;Sarasota;FL;Florida;12115;Sarasota;273.386;-825.431;722243;1528;polygon;False;True;America/New_York;2;34232 34234 34237 34236 34239 34276;1840015988
dayton;Dayton;OH;Ohio;39113;Montgomery;397.797;-841.998;718353;978;polygon;False;True;America/New_York;2;45432 45402 45403 45406 45404 45405 45409 45428 45420 45424 45410 45414 45417 45419 45377 45401 45412 45422 45423 45481 45490;1840034249
rochester;Rochester;NY;New York;36055;Monroe;43.168;-776.162;703952;2220;polygon;False;True;America/New_York;2;14608 14609 14606 14604 14605 14607 14627 14620 14621 14619 14615 14614 14617 14611 14610 14613 14612 14602 14603 14638 14639 14642 14643 14644 14646 14647 14649 14650 14651 14653;1840000373
fresno;Fresno;CA;California;6019;Fresno;367.831;-1.197.941;703498;1789;polygon;False;True;America/Los_Angeles;2;93730 93650 93702 93703 93701 93706 93704 93705 93728 93720 93721 93722 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93737 93740 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844;1840020319
allentown;Allentown;PA;Pennsylvania;42077;Lehigh;405.961;-754.756;683794;2672;polygon;False;True;America/New_York;2;18105 18104 18101 18103 18102 18109 18001;1840001044
tulsa;Tulsa;OK;Oklahoma;40143;Tulsa;361.284;-959.042;671033;784;polygon;False;True;America/Chicago;2;74133 74134 74135 74132 74130 74136 74137 74145 74127 74112 74114 74115 74117 74119 74015 74105 74129 74128 74120 74126 74110 74116 74107 74106 74104 74103 74146 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74171 74172 74182 74186 74187 74192 74193;1840021672
colorado springs;Colorado Springs;CO;Colorado;8041;El Paso;388.674;-1.047.606;642413;946;polygon;False;True;America/Denver;2;80951 80909 80904 80905 80906 80907 80903 80939 80938 80910 80917 80916 80915 80914 80919 80918 80927 80924 80925 80922 80923 80920 80921 80929 80901 80932 80934 80935 80936 80937 80941 80942 80946 80947 80949 80950 80960 80962 80977 80995 80997;1840018825
charleston;Charleston;SC;South Carolina;45019;Charleston;328.153;-799.628;628377;480;polygon;False;True;America/New_York;2;29414 29424 29455 29407 29401 29403 29409 29492 29412 29402 29413 29417 29422 29425 29457;1840015163
grand rapids;Grand Rapids;MI;Michigan;26081;Kent;42.962;-856.562;609314;1734;polygon;False;True;America/Detroit;2;49546 49507 49506 49505 49504 49503 49508 49501 49502 49514 49515 49523 49555 49588 49599;1840002928
albany;Albany;NY;New York;36001;Albany;426.664;-737.987;586383;1740;polygon;False;True;America/New_York;2;12208 12209 12204 12206 12207 12202 12203 12205 12210 12222 12201 12223 12226 12228 12229 12230 12231 12232 12233 12234 12235 12236 12237 12238 12239 12240 12241 12242 12243 12244 12245 12246 12248 12250 12255 12257 12260 12261;1840000417
knoxville;Knoxville;TN;Tennessee;47093;Knox;359.692;-839.496;586048;733;polygon;False;True;America/New_York;2;37918 37912 37909 37902 37924 37920 37921 37922 37923 37919 37915 37914 37917 37916 37901 37927 37928 37929 37939 37950 37995 37996 37997;1840014486
bakersfield;Bakersfield;CA;California;6029;Kern;353.529;-1.190.359;579295;990;polygon;False;True;America/Los_Angeles;2;93306 93307 93304 93305 93301 93309 93314 93311 93313 93312 93302 93383 93384 93385 93387 93389 93390;1840019148
baton rouge;Baton Rouge;LA;Louisiana;22033;East Baton Rouge;304.418;-91.131;570308;983;polygon;False;True;America/Chicago;2;70836 70808 70809 70802 70803 70801 70806 70807 70805 70820 70819 70811 70815 70814 70816 70804 70813 70821 70822 70823 70825 70827 70831 70833 70835 70873 70874 70891 70892 70893 70894 70895 70898;1840013941
akron;Akron;OH;Ohio;39153;Summit;410.798;-815.219;565208;1231;polygon;False;True;America/New_York;2;44306 44307 44304 44305 44302 44303 44301 44308 44320 44311 44310 44313 44312 44319 44314 44309 44315 44316 44317 44325 44326 44328 44334 44396 44398;1840000791
columbia;Columbia;SC;South Carolina;45079;Richland;340.376;-809.037;560041;373;polygon;False;True;America/New_York;2;29202 29203 29205 29201 29207 29204 29208 29209 29212 29225 29229 29147 29210 29206 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250;1840014730
worcester;Worcester;MA;Massachusetts;25027;Worcester;422.705;-718.079;498328;1916;polygon;False;True;America/New_York;2;01610 01608 01609 01602 01603 01604 01605 01606 01607 01601 01613 01614 01615 01653 01655;1840000434
wichita;Wichita;KS;Kansas;20173;Sedgwick;376.896;-973.442;482249;931;polygon;False;True;America/Chicago;2;67230 67235 67260 67217 67216 67215 67214 67213 67212 67211 67210 67219 67218 67223 67220 67226 67202 67203 67204 67205 67206 67207 67208 67209 67201 67275 67276 67277 67278;1840001686
toledo;Toledo;OH;Ohio;39095;Lucas;416.639;-835.822;482111;1308;polygon;False;True;America/New_York;2;43615 43611 43613 43612 43614 43608 43610 43606 43607 43604 43605 43609 43620 43623 43601 43603 43635 43652 43656 43657 43659 43660 43661 43666 43667 43681 43682 43697 43699;1840000572
des moines;Des Moines;IA;Iowa;19153;Polk;415.725;-936.105;473957;938;polygon;False;True;America/Chicago;2;50309 50312 50314 50316 50317 50310 50311 50313 50319 50321 50320 50315 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983;1840007069
long beach;Long Beach;CA;California;6037;Los Angeles;337.981;-1.181.675;462628;3523;polygon;False;True;America/Los_Angeles;2;90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90801 90832 90833 90840 90842 90844 90846 90847 90848 90853;1840020490
madison;Madison;WI;Wisconsin;55025;Dane;430.826;-893.931;447245;1263;polygon;False;True;America/Chicago;2;53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53790 53793 53794;1840002915
reno;Reno;NV;Nevada;32031;Washoe;395.497;-1.198.483;445020;907;polygon;False;True;America/Los_Angeles;2;89521 89523 89439 89503 89502 89501 89506 89509 89508 89519 89512 89505 89507 89533 89555 89557 89595 89599;1840020121
harrisburg;Harrisburg;PA;Pennsylvania;42043;Dauphin;402.752;-768.843;442289;2343;polygon;False;True;America/New_York;2;17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130;1840001288
little rock;Little Rock;AR;Arkansas;5119;Pulaski;347.256;-923.576;439815;634;polygon;False;True;America/Chicago;2;72211 72210 72212 72223 72209 72202 72201 72206 72207 72204 72205 72103 72227 72215 72217 72219 72222 72225 72231 72255 72260 72295;1840015509
oakland;Oakland;CA;California;6001;Alameda;377.903;-1.222.165;433031;2991;polygon;False;True;America/Los_Angeles;2;94621 94705 94704 94611 94610 94613 94619 94612 94618 94606 94607 94602 94603 94601 94609 94605 94608 94604 94614 94615 94617 94620 94622 94623 94624 94649 94659 94660 94661 94666;1840020296
chattanooga;Chattanooga;TN;Tennessee;47065;Hamilton;350.657;-852.488;415501;493;polygon;False;True;America/New_York;2;37415 37416 37410 37411 37419 37409 37421 37363 37408 37403 37402 37407 37405 37406 37404 37343 37351 37350 37401 37414 37424 37450;1840014569
spokane;Spokane;WA;Washington;53063;Spokane;476.671;-117.433;412275;1247;polygon;False;True;America/Los_Angeles;2;99201 99203 99202 99205 99204 99207 99208 99224 99223 99001 99212 99209 99210 99219 99220 99252 99256 99258 99260;1840021093
syracuse;Syracuse;NY;New York;36067;Onondaga;430.409;-761.438;404223;2195;polygon;False;True;America/New_York;2;13210 13214 13290 13224 13207 13206 13205 13204 13203 13202 13208 13201 13217 13218 13221 13235 13244 13252 13261;1840000378
augusta;Augusta;GA;Georgia;13245;Richmond;333.645;-820.708;390809;252;polygon;False;True;America/New_York;2;30912 30815 30812 30907 30906 30904 30901 30905 30909 30805 30914 30916 30917 30919 30999;1840029462
boise;Boise;ID;Idaho;16001;Ada;436.007;-1.162.312;389280;1056;polygon;False;True;America/Boise;2;83703 83702 83705 83704 83709 83716 83706 83712 83713 83701 83708 83715 83717 83720 83722 83724 83725 83728 83729 83735 83756 83799;1840027142
pensacola;Pensacola;FL;Florida;12033;Escambia;304.427;-871.886;346921;903;polygon;False;True;America/Chicago;2;32501 32504 32503 32502 32513 32522 32524 32591;1840015005
greensboro;Greensboro;NC;North Carolina;37081;Guilford;360.956;-798.269;343090;887;polygon;False;True;America/New_York;2;27410 27455 27214 27408 27409 27403 27401 27406 27407 27405 27402 27404 27411 27412 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499;1840013356
corpus christi;Corpus Christi;TX;Texas;48355;Nueces;27.726;-973.755;342464;789;polygon;False;True;America/Chicago;2;78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480;1840019718
fort wayne;Fort Wayne;IN;Indiana;18003;Allen;410.886;-851.437;334122;943;polygon;False;True;America/Indiana/Indianapolis;2;46835 46845 46818 46814 46815 46816 46803 46802 46807 46806 46805 46804 46809 46808 46825 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897;1840008261
santa ana;Santa Ana;CA;California;6059;Orange;337.366;-1.178.819;332318;4689;polygon;False;True;America/Los_Angeles;2;92703 92701 92705 92704 92707 92706 92702 92712 92735 92799;1840021964
flint;Flint;MI;Michigan;26049;Genesee;430.235;-836.922;332190;1103;polygon;False;True;America/Detroit;2;48553 48551 48504 48505 48506 48507 48502 48503 48550 48552 48556 48557;1840002949
fayetteville;Fayetteville;NC;North Carolina;37051;Cumberland;350.846;-789.776;327435;552;polygon;False;True;America/New_York;2;28304 28305 28306 28307 28301 28303 28308 28390 28311 28310 28314 28302 28309;1840013490
jackson;Jackson;MS;Mississippi;28049;Hinds;323.163;-902.124;325350;558;polygon;False;True;America/Chicago;2;39272 39206 39204 39203 39202 39201 39209 39269 39174 39211 39212 39213 39216 39217 39060 39205 39207 39210 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298;1840014895
lansing;Lansing;MI;Michigan;26065;Ingham;427.142;-845.601;324286;1164;polygon;False;True;America/Detroit;2;48933 48915 48912 48911 48910 48921 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956;1840003102
san juan;San Juan;PR;Puerto Rico;72127;San Juan;184.037;-660.636;323279;3157;polygon;False;False;America/Puerto_Rico;2;00918 00913 00911 00917 00915 00912 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00936 00969 00902 00908 00910 00919 00922 00928 00929 00930 00931 00935 00937 00939 00940 00955 00975;1630035577
lexington;Lexington;KY;Kentucky;21067;Fayette;380.423;-844.587;323152;439;polygon;False;True;America/New_York;2;40505 40506 40508 40509 40504 40507 40502 40503 40517 40516 40513 40511 40510 40515 40514 40512 40522 40523 40524 40526 40533 40536 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598;1840015211
huntsville;Huntsville;AL;Alabama;1089;Madison;346.988;-866.412;319249;361;polygon;False;True;America/Chicago;2;35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899;1840005061
mobile;Mobile;AL;Alabama;1097;Mobile;306.783;-881.162;315502;522;polygon;False;True;America/Chicago;2;36606 36607 36604 36605 36602 36603 36608 36609 36688 36582 36615 36617 36611 36610 36619 36618 36695 36693 36571 36601 36628 36633 36640 36641 36644 36652 36660 36670 36675 36689 36691;1840006009
asheville;Asheville;NC;North Carolina;37021;Buncombe;355.704;-825.536;312507;786;polygon;False;True;America/New_York;2;28806 28805 28804 28803 28801 28776 28810 28814 28815 28816;1840013411
trenton;Trenton;NJ;New Jersey;34021;Mercer;402.236;-747.641;290716;4238;polygon;False;True;America/New_York;2;08638 08611 08618 08629 08609 08608 08601 08603 08604 08605 08607 08625 08645 08646 08647 08666 08695;1840001383
lincoln;Lincoln;NE;Nebraska;31109;Lancaster;40.809;-966.788;289490;1160;polygon;False;True;America/Chicago;2;68528 68524 68526 68520 68521 68522 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68509 68529 68542 68544 68583 68588;1840009357
springfield;Springfield;MO;Missouri;29077;Greene;371.943;-932.916;288090;786;polygon;False;True;America/Chicago;2;65810 65802 65803 65804 65806 65807 65809 65805 65808 65814 65817 65890 65897 65898 65899;1840009904
anchorage;Anchorage;AK;Alaska;2020;Anchorage;611.508;-1.491.091;288000;65;polygon;False;True;America/Anchorage;2;99518 99515 99517 99516 99513 99540 99567 99587 99508 99506 99507 99504 99505 99502 99503 99501 99577 99509 99511 99514 99520 99521 99522 99523 99524 99529 99530 99599;1840023385
newark;Newark;NJ;New Jersey;34013;Essex;407.245;-741.725;282011;4509;polygon;False;True;America/New_York;2;07103 07102 07105 07104 07107 07106 07108 07112 07114 07101 07175 07188 07191 07192 07193 07195 07198 07199;1840002791
south bend;South Bend;IN;Indiana;18141;St. Joseph;416.767;-862.696;280498;938;polygon;False;True;America/Indiana/Indianapolis;2;46601 46635 46628 46616 46614 46615 46613 46619 46617 46624 46626 46634 46660 46680 46699;1840009241
shreveport;Shreveport;LA;Louisiana;22017;Caddo;324.656;-937.956;280062;672;polygon;False;True;America/Chicago;2;71129 71101 71103 71104 71105 71106 71107 71108 71109 71119 71118 71102 71120 71130 71133 71134 71135 71136 71138 71148 71149 71150 71151 71152 71153 71154 71156 71161 71162 71163 71164 71165 71166;1840015768
savannah;Savannah;GA;Georgia;13051;Chatham;320.281;-811.784;276295;536;polygon;False;True;America/New_York;2;31322 31409 31408 31401 31405 31404 31407 31406 31419 31415 31403 31412 31416 31418 31420 31421;1840015830
myrtle beach;Myrtle Beach;SC;South Carolina;45051;Horry;337.096;-788.843;275579;568;polygon;False;True;America/New_York;2;29572 29577 29578;1840014717
eugene;Eugene;OR;Oregon;41039;Lane;440.563;-1.231.173;273439;1510;polygon;False;True;America/Los_Angeles;2;97405 97404 97401 97403 97402 97440;1840020007
lubbock;Lubbock;TX;Texas;48303;Lubbock;335.659;-1.018.878;267648;741;polygon;False;True;America/Chicago;2;79406 79423 79424 79416 79412 79413 79410 79411 79414 79404 79407 79401 79403 79415 79402 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499;1840020604
lafayette;Lafayette;LA;Louisiana;22055;Lafayette;302.084;-920.323;264357;877;polygon;False;True;America/Chicago;2;70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598;1840015044
laredo;Laredo;TX;Texas;48479;Webb;275.629;-994.875;262491;958;polygon;False;True;America/Chicago;2;78046 78045 78043 78040 78041 78042;1840021002
columbus;Columbus;GA;Georgia;13215;Muscogee;32.51;-848.771;261445;349;polygon;False;True;America/New_York;2;31829 31820 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999;1840014887
killeen;Killeen;TX;Texas;48027;Bell;310.754;-977.296;258009;1073;polygon;False;True;America/Chicago;2;76541 76543 76542 76549 76540 76547;1840020854
tallahassee;Tallahassee;FL;Florida;12073;Leon;304.551;-842.526;257601;747;polygon;False;True;America/New_York;2;32311 32312 32399 32304 32303 32301 32309 32308 32302 32306 32307 32313 32314 32315 32316 32318;1840015913
peoria;Peoria;IL;Illinois;17143;Peoria;40.752;-896.153;256286;888;polygon;False;True;America/Chicago;2;61625 61606 61615 61614 61605 61602 61603 61604 61601 61613 61629 61630 61634 61636 61637 61638 61639 61643 61651 61652 61653 61654 61655 61656;1840009373
wilmington;Wilmington;NC;North Carolina;37129;New Hanover;34.21;-778.866;255616;929;polygon;False;True;America/New_York;2;28409 28401 28405 28403 28412 28402 28406 28408;1840015576
montgomery;Montgomery;AL;Alabama;1101;Montgomery;323.473;-862.666;254634;479;polygon;False;True;America/Chicago;2;36064 36112 36113 36110 36111 36117 36115 36116 36108 36105 36104 36106 36109 36107 36101 36114 36118 36120 36121 36123 36124 36125 36130 36131 36132 36135 36140 36141 36142 36177 36191;1840008353
norfolk;Norfolk;VA;Virginia;51710;Norfolk;368.945;-76.259;242742;1759;polygon;False;True;America/New_York;2;23509 23508 23507 23504 23503 23502 23505 23518 23510 23513 23517 23551 23523 23511 23501 23506 23514 23515 23519 23529 23541;1840003869
atlantic city;Atlantic City;NJ;New Jersey;34001;Atlantic;393.797;-744.527;237054;1354;polygon;False;True;America/New_York;2;08401 08404 08405;1840003798
arlington;Arlington;VA;Virginia;51013;Arlington;388.786;-771.011;233464;3467;polygon;False;False;America/New_York;2;22209 22203 22202 22201 22207 22206 22205 22204 22214 22211 22213 20406 22210 22212 22215 22216 22217 22219 22225 22226 22227 22230 22240 22241 22242 22243 22244 22245 22246;1840006112
evansville;Evansville;IN;Indiana;18163;Vanderburgh;379.881;-875.341;230427;962;polygon;False;True;America/Chicago;2;47708 47714 47715 47710 47711 47713 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750;1840013730
brownsville;Brownsville;TX;Texas;48061;Cameron;25.998;-974.565;227239;533;polygon;False;True;America/Matamoros;2;78521 78520 78526 78575 78578;1840019743
appleton;Appleton;WI;Wisconsin;55087;Outagamie;442.779;-883.891;220570;1156;polygon;False;True;America/Chicago;2;54914 54915 54913 54911 54912 54919;1840002400
college station;College Station;TX;Texas;48041;Brazos;305.852;-96.296;215243;890;polygon;False;True;America/Chicago;2;77845 77840 77841 77842 77843 77844 77881;1840019570
kalamazoo;Kalamazoo;MI;Michigan;26077;Kalamazoo;422.749;-855.882;215193;1192;polygon;False;True;America/Detroit;2;49001 49006 49007 49008 49074 49005 49019;1840003185
roanoke;Roanoke;VA;Virginia;51770;Roanoke;372.785;-79.958;214674;900;polygon;False;True;America/New_York;2;24014 24015 24016 24017 24011 24012 24013 24001 24002 24003 24004 24005 24006 24007 24008 24009 24010 24022 24023 24024 24025 24026 24027 24028 24029 24030 24031 24032 24033 24034 24035 24036 24037 24038 24040 24042 24043;1840003858
fargo;Fargo;ND;North Dakota;38017;Cass;468.652;-968.292;208675;967;polygon;False;True;America/Chicago;2;58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126;1840000177
green bay;Green Bay;WI;Wisconsin;55009;Brown;44.515;-879.896;207557;887;polygon;False;True;America/Chicago;2;54311 54302 54304 54303 54301 54305 54306 54308;1840002344
amarillo;Amarillo;TX;Texas;48375;Potter;351.988;-1.018.311;205603;756;polygon;False;True;America/Chicago;2;79121 79109 79101 79102 79103 79104 79106 79107 79118 79111 79110 79114 79116 79117 79120 79166 79168 79172 79174 79178 79189;1840019156
portland;Portland;ME;Maine;23005;Cumberland;436.773;-702.715;203969;1185;polygon;False;True;America/New_York;2;04101 04102 04103 04108 04019 04109 04104 04112 04116 04122 04123 04124;1840000327
santa barbara;Santa Barbara;CA;California;6083;Santa Barbara;344.285;-1.197.202;202401;1808;polygon;False;True;America/Los_Angeles;2;93105 93101 93103 93109 93102 93106 93120 93121 93130 93140 93190;1840021829
gainesville;Gainesville;FL;Florida;12001;Alachua;296.804;-823.458;202335;820;polygon;False;True;America/New_York;2;32609 32607 32612 32653 32608 32603 32601 32605 32604 32610 32611 32614 32627 32635;1840014022
waco;Waco;TX;Texas;48309;McLennan;315.598;-971.881;192315;605;polygon;False;True;America/Chicago;2;76798 76710 76711 76712 76708 76701 76707 76706 76704 76702 76703 76714 76797 76799;1840022140
cedar rapids;Cedar Rapids;IA;Iowa;19113;Linn;419.665;-916.782;188038;720;polygon;False;True;America/Chicago;2;52404 52405 52402 52401 52411 52403 52406 52407 52408 52409 52410 52497 52498 52499;1840000471
sioux falls;Sioux Falls;SD;South Dakota;46099;Minnehaha;435.397;-96.732;187239;907;polygon;False;True;America/Chicago;2;57110 57104 57105 57106 57107 57103 57108 57197 57117 57101 57109 57186 57193;1840002648
ontario;Ontario;CA;California;6071;San Bernardino;340.393;-1.176.064;185010;1429;polygon;False;True;America/Los_Angeles;2;91762 91761 91764 91743 91758;1840020410
erie;Erie;PA;Pennsylvania;42049;Erie;421.168;-800.733;184484;1926;polygon;False;True;America/New_York;2;16546 16510 16511 16508 16502 16507 16504 16503 16501 16512 16514 16522 16530 16534 16538 16541 16544 16550 16553;1840000478
newport news;Newport News;VA;Virginia;51700;Newport News;371.051;-765.185;179225;1002;polygon;False;True;America/New_York;2;23601 23603 23608 23604 23605 23606 23607 23602 23609 23612 23628 23630;1840003862
medford;Medford;OR;Oregon;41029;Jackson;423.372;-1.228.537;170876;1243;polygon;False;True;America/Los_Angeles;2;97504 97501;1840020076
manchester;Manchester;NH;New Hampshire;33011;Hillsborough;429.848;-714.447;162877;1315;polygon;False;True;America/New_York;2;03109 03104 03101 03103 03102 03105 03108 03111;1840002983
springfield;Springfield;IL;Illinois;17167;Sangamon;39.771;-896.538;158509;723;polygon;False;True;America/Chicago;2;62711 62712 62702 62703 62701 62707 62704 62705 62706 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62764 62765 62766 62767 62769 62776 62777 62781 62786 62796;1840009517
lake charles;Lake Charles;LA;Louisiana;22019;Calcasieu;302.012;-932.122;156181;674;polygon;False;True;America/Chicago;2;70605 70607 70601 70615 70602 70606 70609 70612 70616 70629;1840015039
midland;Midland;TX;Texas;48329;Midland;320.249;-1.021.137;154793;758;polygon;False;True;America/Chicago;2;79701 79706 79707 79705 79703 79702 79708 79711;1840020792
muskegon;Muskegon;MI;Michigan;26121;Muskegon;432.281;-862.563;153565;998;polygon;False;True;America/Detroit;2;49442 49440 49441;1840002870
binghamton;Binghamton;NY;New York;36007;Broome;421.014;-759.093;148145;1635;polygon;False;True;America/New_York;2;13904 13905 13901 13903;1840000460
pueblo;Pueblo;CO;Colorado;8101;Pueblo;382.705;-1.046.112;143932;789;polygon;False;True;America/Denver;2;81004 81005 81003 81001 81008 81002 81010 81011 81012;1840020255
tyler;Tyler;TX;Texas;48423;Smith;323.184;-953.062;143796;718;polygon;False;True;America/Chicago;2;75709 75702 75703 75701 75710 75712 75713 75798 75799;1840022076
yuma;Yuma;AZ;Arizona;4027;Yuma;325.992;-1.145.488;142847;313;polygon;False;True;America/Phoenix;2;85365 85364 85369;1840021998
columbia;Columbia;MO;Missouri;29019;Boone;389.478;-923.256;141645;725;polygon;False;True;America/Chicago;2;65202 65203 65201 65215 65211 65216 65217 65218 65299;1840007391
santa maria;Santa Maria;CA;California;6083;Santa Barbara;349.334;-1.204.432;140545;1815;polygon;False;True;America/Los_Angeles;2;93454 93455 93458;1840021830
grand junction;Grand Junction;CO;Colorado;8077;Mesa;390.876;-1.085.673;139143;621;polygon;False;True;America/Denver;2;81505 81504 81507 81506 81501;1840020230
charleston;Charleston;WV;West Virginia;54039;Kanawha;383.484;-816.323;138706;570;polygon;False;True;America/New_York;2;25305 25304 25303 25302 25301 25311 25312 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25364 25375 25387 25392 25396;1840006196
panama city;Panama City;FL;Florida;12005;Bay;301.995;-856.004;136133;382;polygon;False;True;America/Chicago;2;32401 32405 32404 32402 32412;1840015034
harlingen;Harlingen;TX;Texas;48061;Cameron;261.917;-976.976;136037;626;polygon;False;True;America/Chicago;2;78550 78552 78551 78553;1840021036
bloomington;Bloomington;IL;Illinois;17113;McLean;404.757;-889.703;133846;1100;polygon;False;True;America/Chicago;2;61701 61705 61704 61709 61710 61791;1840007207
bellingham;Bellingham;WA;Washington;53073;Whatcom;487.543;-1.224.687;130641;1287;polygon;False;True;America/Los_Angeles;2;98229 98225 98226 98228;1840018346
fort smith;Fort Smith;AR;Arkansas;5131;Sebastian;353.493;-943.695;125354;536;polygon;False;True;America/Chicago;2;72901 72904 72908 72903 72923 72916 72905 72906 72913 72914 72917 72918 72919;1840013456
abilene;Abilene;TX;Texas;48441;Taylor;324.543;-997.384;123420;446;polygon;False;True;America/Chicago;2;79605 79699 79603 79601 79607 79606 79602 79604 79608 79697 79698;1840019476
redding;Redding;CA;California;6089;Shasta;405.698;-122.365;121313;599;polygon;False;True;America/Los_Angeles;2;96002 96003 96001;1840020141
st george;St. George;UT;Utah;49053;Washington;37.077;-113.577;120899;449;polygon;False;True;America/Denver;2;84770 84790 84791;1840021559
billings;Billings;MT;Montana;30111;Yellowstone;457.891;-1.085.524;120728;948;polygon;False;True;America/Denver;2;59106 59105 59102 59101 59104 59107 59108 59115 59116 59117;1840018496
rochester;Rochester;MN;Minnesota;27109;Olmsted;440.151;-924.778;119942;831;polygon;False;True;America/Chicago;2;55902 55901 55906 55904 55905;1840008987
duluth;Duluth;MN;Minnesota;27137;St. Louis;467.756;-921.392;119476;461;polygon;False;True;America/Chicago;2;55803 55802 55805 55804 55808 55810 55811 55812 55807 55806 55815 55816;1840007685
saginaw;Saginaw;MI;Michigan;26145;Saginaw;434.199;-839.501;117958;1087;polygon;False;True;America/Detroit;2;48607 48602 48601 48606 48663;1840002813
